A001n_PN1c_00001-5	reltype=ob	['９', '留学']	９５―９７年、中国・北京大に留学し、帰国後に双子を出産。	['1', '4']
A028n_PN4c_00002-21	reltype=after	['二', '借り入れ']	[JSP]年末のローン残高は借り入れた月によって違うが、九年目が二千四百万円前後、十年目が二千三百万円前後なので、減税額の違いは九、十年目とも十二万円程度、二年で二十四万円程度になる。	['7', '51']
A028n_PN4c_00002-21	reltype=after	['二', '違う']	[JSP]年末のローン残高は借り入れた月によって違うが、九年目が二千四百万円前後、十年目が二千三百万円前後なので、減税額の違いは九、十年目とも十二万円程度、二年で二十四万円程度になる。	['13', '51']
A028n_PN4c_00002-25	reltype=before	['前年', '上昇']	前年同期より０・５％上昇したが、これは都心部の高額物件が増えた影響が大きく、郊外を中心に下落傾向は続いている。	['1', '8']
A028n_PN4c_00002-25	reltype=before	['前年', '増え']	前年同期より０・５％上昇したが、これは都心部の高額物件が増えた影響が大きく、郊外を中心に下落傾向は続いている。	['1', '21']
A028n_PN4c_00002-25	reltype=overlap	['前年', '続い']	前年同期より０・５％上昇したが、これは都心部の高額物件が増えた影響が大きく、郊外を中心に下落傾向は続いている。	['1', '34']
A028n_PN4c_00002-26	reltype=overlap	['年内', '向け']	[JSP]減税額だけに目を向けて、年内に入居できる物件を、と焦る必要は乏しい。	['8', '11']
A028n_PN4c_00002-26	reltype=overlap	['年内', '入居']	[JSP]減税額だけに目を向けて、年内に入居できる物件を、と焦る必要は乏しい。	['11', '13']
A028n_PN4c_00002-26	reltype=overlap	['年内', '焦る']	[JSP]減税額だけに目を向けて、年内に入居できる物件を、と焦る必要は乏しい。	['11', '19']
A028n_PN4c_00002-31	reltype=after	['６', '組ん']	[JSP]ローンを組んで住宅を購入した人が対象で、購入後６か月以内の入居や、床面積５０平方メートル以上などの条件がある。	['4', '18']
A028n_PN4c_00002-31	reltype=after	['６', '購入']	[JSP]ローンを組んで住宅を購入した人が対象で、購入後６か月以内の入居や、床面積５０平方メートル以上などの条件がある。	['8', '16']
A028n_PN4c_00002-32	reltype=before	['今年', 'なくなる']	今年入居分は減税額が最高で年２５万円、６年間で１５０万円に縮小され、来年入居からは減税措置がなくなる予定だったが、昨年末の与党税制改正大綱で、今年入居分は昨年までの減税が延長され、２００５年入居から段階的に縮小することが打ち出された。	['1', '36']
A028n_PN4c_00002-32	reltype=before	['今年', '縮小']	今年入居分は減税額が最高で年２５万円、６年間で１５０万円に縮小され、来年入居からは減税措置がなくなる予定だったが、昨年末の与党税制改正大綱で、今年入居分は昨年までの減税が延長され、２００５年入居から段階的に縮小することが打ち出された。	['1', '25']
A028n_PN4c_00002-32	reltype=after	['今年', '打ち出さ']	今年入居分は減税額が最高で年２５万円、６年間で１５０万円に縮小され、来年入居からは減税措置がなくなる予定だったが、昨年末の与党税制改正大綱で、今年入居分は昨年までの減税が延長され、２００５年入居から段階的に縮小することが打ち出された。	['1', '51']
A028n_PN4c_00002-32	reltype=vague	['年', 'なくなる']	今年入居分は減税額が最高で年２５万円、６年間で１５０万円に縮小され、来年入居からは減税措置がなくなる予定だったが、昨年末の与党税制改正大綱で、今年入居分は昨年までの減税が延長され、２００５年入居から段階的に縮小することが打ち出された。	['10', '36']
A028n_PN4c_00002-32	reltype=vague	['年', '延長']	今年入居分は減税額が最高で年２５万円、６年間で１５０万円に縮小され、来年入居からは減税措置がなくなる予定だったが、昨年末の与党税制改正大綱で、今年入居分は昨年までの減税が延長され、２００５年入居から段階的に縮小することが打ち出された。	['10', '60']
A028n_PN4c_00002-32	reltype=vague	['年', '縮小']	今年入居分は減税額が最高で年２５万円、６年間で１５０万円に縮小され、来年入居からは減税措置がなくなる予定だったが、昨年末の与党税制改正大綱で、今年入居分は昨年までの減税が延長され、２００５年入居から段階的に縮小することが打ち出された。	['10', '25']
A028n_PN4c_00002-32	reltype=vague	['年', '打ち出さ']	今年入居分は減税額が最高で年２５万円、６年間で１５０万円に縮小され、来年入居からは減税措置がなくなる予定だったが、昨年末の与党税制改正大綱で、今年入居分は昨年までの減税が延長され、２００５年入居から段階的に縮小することが打ち出された。	['10', '68']
A028n_PN4c_00002-32	reltype=vague	['６', 'なくなる']	今年入居分は減税額が最高で年２５万円、６年間で１５０万円に縮小され、来年入居からは減税措置がなくなる予定だったが、昨年末の与党税制改正大綱で、今年入居分は昨年までの減税が延長され、２００５年入居から段階的に縮小することが打ち出された。	['16', '36']
A028n_PN4c_00002-32	reltype=vague	['６', '縮小']	今年入居分は減税額が最高で年２５万円、６年間で１５０万円に縮小され、来年入居からは減税措置がなくなる予定だったが、昨年末の与党税制改正大綱で、今年入居分は昨年までの減税が延長され、２００５年入居から段階的に縮小することが打ち出された。	['16', '25']
A028n_PN4c_00002-32	reltype=after	['６', '打ち出さ']	今年入居分は減税額が最高で年２５万円、６年間で１５０万円に縮小され、来年入居からは減税措置がなくなる予定だったが、昨年末の与党税制改正大綱で、今年入居分は昨年までの減税が延長され、２００５年入居から段階的に縮小することが打ち出された。	['16', '78']
A028n_PN4c_00002-32	reltype=after	['来年', '延長']	今年入居分は減税額が最高で年２５万円、６年間で１５０万円に縮小され、来年入居からは減税措置がなくなる予定だったが、昨年末の与党税制改正大綱で、今年入居分は昨年までの減税が延長され、２００５年入居から段階的に縮小することが打ち出された。	['29', '60']
A028n_PN4c_00002-32	reltype=before	['昨年', '縮小']	今年入居分は減税額が最高で年２５万円、６年間で１５０万円に縮小され、来年入居からは減税措置がなくなる予定だったが、昨年末の与党税制改正大綱で、今年入居分は昨年までの減税が延長され、２００５年入居から段階的に縮小することが打ち出された。	['25', '42']
A028n_PN4c_00002-32	reltype=overlap	['昨年', '延長']	今年入居分は減税額が最高で年２５万円、６年間で１５０万円に縮小され、来年入居からは減税措置がなくなる予定だったが、昨年末の与党税制改正大綱で、今年入居分は昨年までの減税が延長され、２００５年入居から段階的に縮小することが打ち出された。	['42', '55']
A028n_PN4c_00002-32	reltype=before	['昨年', '縮小']	今年入居分は減税額が最高で年２５万円、６年間で１５０万円に縮小され、来年入居からは減税措置がなくなる予定だったが、昨年末の与党税制改正大綱で、今年入居分は昨年までの減税が延長され、２００５年入居から段階的に縮小することが打ち出された。	['25', '42']
A028n_PN4c_00002-32	reltype=overlap	['昨年', '打ち出さ']	今年入居分は減税額が最高で年２５万円、６年間で１５０万円に縮小され、来年入居からは減税措置がなくなる予定だったが、昨年末の与党税制改正大綱で、今年入居分は昨年までの減税が延長され、２００５年入居から段階的に縮小することが打ち出された。	['42', '55']
A028n_PN4c_00002-32	reltype=before	['今年', 'なくなる']	今年入居分は減税額が最高で年２５万円、６年間で１５０万円に縮小され、来年入居からは減税措置がなくなる予定だったが、昨年末の与党税制改正大綱で、今年入居分は昨年までの減税が延長され、２００５年入居から段階的に縮小することが打ち出された。	['1', '36']
